product_name,period,financial_year,Actual Consumption,Forecasted_Consumption,Method,Adopted,Reviewed
POPs,01/09/2023,23/24,"58,079","33,271",Consumption AI,Yes,
POPs,01/10/2023,23/24,"33,313","33,271",Consumption AI,Yes,
POPs,01/11/2023,23/24,"33,021","33,271",Consumption AI,Yes,
POPs,01/12/2023,23/24,"28,857","33,271",Consumption AI,Yes,
POPs,01/01/2024,23/24,"33,768","33,271",Consumption AI,Yes,
POPs,01/02/2024,23/24,"31,093","33,271",Consumption AI,Yes,
POPs,01/03/2024,23/24,"28,780","34,180",Consumption AI,Yes,
POPs,01/04/2024,23/24,"31,501","34,180",Consumption ,Yes,
POPs,01/05/2024,23/24,"32,637","34,180",Consumption ,Yes,
POPs,01/06/2024,23/24,"30,390","34,180",Consumption ,Yes,
POPs,01/07/2024,24/25,"34,514","34,180",Consumption ,Yes,
POPs,01/08/2024,24/25,"31,825","34,180",Consumption ,Yes,
POPs,01/09/2024,24/25,"26,070","34,180",Consumption ,Yes,
POPs,01/10/2024,24/25,"30,346","34,180",Consumption ,Yes,
POPs,01/11/2024,24/25,"24,661","34,180",Consumption AI,Yes,
POPs,01/12/2024,24/25,"22,726","34,180",Consumption AI,Yes,
POPs,01/01/2025,24/25,"25,802","34,180",Consumption AI,Yes,
POPs,01/02/2025,24/25,"23,708","34,180",Consumption AI,Yes,
POPs,01/03/2025,24/25,"21,977","34,180",Consumption AI,Yes,
POPs,01/04/2025,24/25,"24,150","34,180",Consumption AI,Yes,
POPs,01/05/2025,24/25,"26,465","34,180",Consumption AI,Yes,
POPs,01/06/2025,24/25,"24,418","34,180",Consumption AI,Yes,
COCs,01/07/2025,25/26,"38,568","123,803",Consumption LMIS,Yes,
COCs,01/08/2025,25/26,"34,040","123,803",Consumption LMIS,Yes,
COCs,01/09/2025,25/26,"41,616","123,803",Consumption LMIS,Yes,
COCs,01/10/2025,25/26,"41,616","123,803",Consumption LMIS,Yes,
COCs,01/11/2025,25/26,,"123,803",Consumption LMIS,Yes,
COCs,01/12/2025,25/26,,"123,803",Consumption LMIS,Yes,
COCs,01/01/2026,25/26,,"123,803",Consumption LMIS,Yes,
COCs,01/02/2026,25/26,,"123,803",Consumption LMIS,Yes,
COCs,01/03/2026,25/26,,"123,803",Consumption LMIS,Yes,
POPs,01/07/2025,25/26,25576,29663,Service AI,Yes,
POPs,01/08/2025,25/26,"24,102",29663,Service AI,Yes,
POPs,01/09/2025,25/26,"24,909",29663,Service AI,Yes,
POPs,01/10/2025,25/26,28876,29663,Service AI,Yes,
POPs,01/11/2025,25/26,,29663,Service AI,Yes,
POPs,01/12/2025,25/26,,29663,Service AI,Yes,
POPs,01/01/2026,25/26,,29663,Service AI,Yes,
POPs,01/02/2026,25/26,,29663,Service AI,Yes,
POPs,01/03/2026,25/26,,29663,Service AI,Yes,
Cycle Beads,01/07/2025,25/26,34,3734,Demographic,Yes,
Cycle Beads,01/08/2025,25/26,38,3734,Demographic,Yes,
Cycle Beads,01/09/2025,25/26,29,3734,Demographic,Yes,
Cycle Beads,01/10/2025,25/26,38,3734,Demographic,Yes,
Cycle Beads,01/11/2025,25/26,,3734,Demographic,Yes,
Cycle Beads,01/12/2025,25/26,,3734,Demographic,Yes,
Cycle Beads,01/01/2026,25/26,,3734,Demographic,Yes,
Cycle Beads,01/02/2026,25/26,,3734,Demographic,Yes,
Cycle Beads,01/03/2026,25/26,,3734,Demographic,Yes,
DMPA-IM,01/07/2025,25/26,168438,216901,Consumption LMIS,Yes,
DMPA-IM,01/08/2025,25/26,157313,216901,Consumption LMIS,Yes,
DMPA-IM,01/09/2025,25/26,171102,216901,Consumption LMIS,Yes,
DMPA-IM,01/10/2025,25/26,156660,216901,Consumption LMIS,Yes,
DMPA-IM,01/11/2025,25/26,,216901,Consumption LMIS,Yes,
DMPA-IM,01/12/2025,25/26,,216901,Consumption LMIS,Yes,
DMPA-IM,01/01/2026,25/26,,216901,Consumption LMIS,Yes,
DMPA-IM,01/02/2026,25/26,,216901,Consumption LMIS,Yes,
DMPA-IM,01/03/2026,25/26,,216901,Consumption LMIS,Yes,
DMPA-SC,01/07/2025,25/26,64514,116106,Service AI,Yes,
DMPA-SC,01/08/2025,25/26,56520,116106,Service AI,Yes,
DMPA-SC,01/09/2025,25/26,70045,116106,Service AI,Yes,
DMPA-SC,01/10/2025,25/26,72576,116106,Service AI,Yes,
DMPA-SC,01/11/2025,25/26,,116106,Service AI,Yes,
DMPA-SC,01/12/2025,25/26,,116106,Service AI,Yes,
DMPA-SC,01/01/2026,25/26,,116106,Service AI,Yes,
DMPA-SC,01/02/2026,25/26,,116106,Service AI,Yes,
DMPA-SC,01/03/2026,25/26,,116106,Service AI,Yes,
EC Pills,01/07/2025,25/26,5877,11131,Service AI,Yes,
EC Pills,01/08/2025,25/26,5896,11394,Service AI,Yes,
EC Pills,01/09/2025,25/26,5489,"11,131",Service AI,Yes,
EC Pills,01/10/2025,25/26,5309,"11,131",Service AI,Yes,
EC Pills,01/11/2025,25/26,,"11,229.00",Service AI,Yes,
EC Pills,01/12/2025,25/26,,"11,131",Service AI,Yes,
EC Pills,01/01/2026,25/26,,"11,005",Service AI,Yes,
EC Pills,01/02/2026,25/26,,"10,771",Service AI,Yes,
EC Pills,01/03/2026,25/26,,"10,881",Service AI,Yes,
Female Condoms,01/07/2025,25/26,8746,12289,Service AI,Yes,
Female Condoms,01/08/2025,25/26,15115,11510,Service AI,Yes,
Female Condoms,01/09/2025,25/26,21649,"13,587",Service AI,Yes,
Female Condoms,01/10/2025,25/26,27625,"11,396",Service AI,Yes,
Female Condoms,01/11/2025,25/26,,"18,271",Service AI,Yes,
Female Condoms,01/12/2025,25/26,,"13,624",Service AI,Yes,
Female Condoms,01/01/2026,25/26,,"13,062",Service AI,Yes,
Female Condoms,01/02/2026,25/26,,"12,813",Service AI,Yes,
Female Condoms,01/03/2026,25/26,,"11,819",Service AI,Yes,
Hormonal IUCD,01/07/2025,25/26,829,991,Demographic,Yes,
Hormonal IUCD,01/08/2025,25/26,815,991,Demographic,Yes,
Hormonal IUCD,01/09/2025,25/26,941,991,Demographic,Yes,
Hormonal IUCD,01/10/2025,25/26,922,991,Demographic,Yes,
Hormonal IUCD,01/11/2025,25/26,,991,Demographic,Yes,
Hormonal IUCD,01/12/2025,25/26,,991,Demographic,Yes,
Hormonal IUCD,01/01/2026,25/26,,991,Demographic,Yes,
Hormonal IUCD,01/02/2026,25/26,,991,Demographic,Yes,
Hormonal IUCD,01/03/2026,25/26,,991,Demographic,Yes,
Implanon,01/07/2025,25/26,45192,"37,527",Service AI,Yes,
Implanon,01/08/2025,25/26,39817,"36,217",Service AI,Yes,
Implanon,01/09/2025,25/26,42043,"34,626",Service AI,Yes,
Implanon,01/10/2025,25/26,36643,"34,931",Service AI,Yes,
Implanon,01/11/2025,25/26,,"35,509",Service AI,Yes,
Implanon,01/12/2025,25/26,,"32,651",Service AI,Yes,
Implanon,01/01/2026,25/26,,"34,687",Service AI,Yes,
Implanon,01/02/2026,25/26,,"33,827",Service AI,Yes,
Implanon,01/03/2026,25/26,,"35,038",Service AI,Yes,
Jadelle,01/07/2025,25/26,34291,"40,170",Service AI,Yes,
Jadelle,01/08/2025,25/26,35386,"40,708",Service AI,Yes,
Jadelle,01/09/2025,25/26,36504,"40,450",Service AI,Yes,
Jadelle,01/10/2025,25/26,31754,"40,576",Service AI,Yes,
Jadelle,01/11/2025,25/26,,"39,655",Service AI,Yes,
Jadelle,01/12/2025,25/26,,"35,785",Service AI,Yes,
Jadelle,01/01/2026,25/26,,"39,164",Service AI,Yes,
Jadelle,01/02/2026,25/26,,"38,552",Service AI,Yes,
Jadelle,01/03/2026,25/26,,"38,366",Service AI,Yes,
Levoplant,01/07/2025,25/26,6699,19885,Consumption LMIS,Yes,
Levoplant,01/08/2025,25/26,6878,19885,Consumption LMIS,Yes,
Levoplant,01/09/2025,25/26,7433,19885,Consumption LMIS,Yes,
Levoplant,01/10/2025,25/26,7970,19885,Consumption LMIS,Yes,
Levoplant,01/11/2025,25/26,,19885,Consumption LMIS,Yes,
Levoplant,01/12/2025,25/26,,19885,Consumption LMIS,Yes,
Levoplant,01/01/2026,25/26,,19885,Consumption LMIS,Yes,
Levoplant,01/02/2026,25/26,,19885,Consumption LMIS,Yes,
Levoplant,01/03/2026,25/26,,19885,Consumption LMIS,Yes,
Non-Hormonal IUCD,01/07/2025,25/26,5823,"7,126",Service AI,Yes,
Non-Hormonal IUCD,01/08/2025,25/26,5168,"7,151",Service AI,Yes,
Non-Hormonal IUCD,01/09/2025,25/26,5258,"7,421",Service AI,Yes,
Non-Hormonal IUCD,01/10/2025,25/26,5140,"7,216",Service AI,Yes,
Non-Hormonal IUCD,01/11/2025,25/26,,"7,284",Service AI,Yes,
Non-Hormonal IUCD,01/12/2025,25/26,,"6,552",Service AI,Yes,
Non-Hormonal IUCD,01/01/2026,25/26,,"6,954",Service AI,Yes,
Non-Hormonal IUCD,01/02/2026,25/26,,"7,093",Service AI,Yes,
Non-Hormonal IUCD,01/03/2026,25/26,,"7,023",Service AI,Yes,
Male Condoms,01/07/2025,25/26,1322091,3253078,Consumption LMIS,Yes,
Male Condoms,01/08/2025,25/26,1333878,3253078,Consumption LMIS,Yes,
Male Condoms,01/09/2025,25/26,1362762,3253078,Consumption LMIS,Yes,
Male Condoms,01/10/2025,25/26,1456607,3253078,Consumption LMIS,Yes,
Male Condoms,01/11/2025,25/26,,3253078,Consumption LMIS,Yes,
Male Condoms,01/12/2025,25/26,,3253078,Consumption LMIS,Yes,
Male Condoms,01/01/2026,25/26,,3253078,Consumption LMIS,Yes,
Male Condoms,01/02/2026,25/26,,3253078,Consumption LMIS,Yes,
Male Condoms,01/03/2026,25/26,,3253078,Consumption LMIS,Yes,
COCs,01/01/2023,22/23,"30,322",10898,Service  Excel,No,
COCs,01/02/2023,22/23,"16,089",10898,Service  Excel,No,
COCs,01/03/2023,22/23,"19,876",10898,Service  Excel,No,
COCs,01/04/2023,22/23,"41,478",10898,Service  Excel,No,
COCs,01/05/2023,22/23,"106,206",10898,Service  Excel,No,
COCs,01/06/2023,22/23,"107,846",10898,Service  Excel,No,
COCs,01/07/2023,23/24,"98,333",10898,Service  Excel,No,
COCs,01/08/2023,23/24,"108,632",10898,Service  Excel,No,
COCs,01/09/2023,23/24,"102,115",10898,Service  Excel,No,
COCs,01/10/2023,23/24,"100,006",10898,Service  Excel,No,
COCs,01/11/2023,23/24,"103,295",10898,Service  Excel,No,
COCs,01/12/2023,23/24,"100,415",10898,Service  Excel,No,
COCs,01/01/2023,22/23,"30,322",32085,Demographic,No,
COCs,01/02/2023,22/23,"16,089",32085,Demographic,No,
COCs,01/03/2023,22/23,"19,876",32085,Demographic,No,
COCs,01/04/2023,22/23,"41,478",32085,Demographic,No,
COCs,01/05/2023,22/23,"106,206",32085,Demographic,No,
COCs,01/06/2023,22/23,"107,846",32085,Demographic,No,
COCs,01/07/2023,23/24,"98,333",32085,Demographic,No,
COCs,01/08/2023,23/24,"108,632",32085,Demographic,No,
COCs,01/09/2023,23/24,"102,115",32085,Demographic,No,
COCs,01/10/2023,23/24,"100,006",32085,Demographic,No,
COCs,01/11/2023,23/24,"103,295",32085,Demographic,No,
COCs,01/12/2023,23/24,"100,415",32085,Demographic,No,
Male Condoms,01/01/2023,22/23,"1,655,090",394949,Service  Excel,No,
Male Condoms,01/02/2023,22/23,"2,336,877",394949,Service  Excel,No,
Male Condoms,01/03/2023,22/23,"2,555,080",394949,Service  Excel,No,
Male Condoms,01/04/2023,22/23,"2,423,233",394949,Service  Excel,No,
Male Condoms,01/05/2023,22/23,"2,308,731",394949,Service  Excel,No,
Male Condoms,01/06/2023,22/23,"2,842,871",394949,Service  Excel,No,
Male Condoms,01/07/2023,23/24,"2,836,230",394949,Service  Excel,No,
Male Condoms,01/08/2023,23/24,"2,841,063",394949,Service  Excel,No,
Male Condoms,01/09/2023,23/24,"3,045,910",394949,Service  Excel,No,
Male Condoms,01/10/2023,23/24,"3,663,415",394949,Service  Excel,No,
Male Condoms,01/11/2023,23/24,"2,976,722",394949,Service  Excel,No,
Male Condoms,01/12/2023,23/24,"3,112,028",394949,Service  Excel,No,
Male Condoms,01/01/2023,22/23,"1,655,090",143527,Consumption,No,
Male Condoms,01/02/2023,22/23,"2,336,877",143527,Consumption,No,
Male Condoms,01/03/2023,22/23,"2,555,080",143527,Consumption,No,
Male Condoms,01/04/2023,22/23,"2,423,233",143527,Consumption,No,
Male Condoms,01/05/2023,22/23,"2,308,731",143527,Consumption,No,
Male Condoms,01/06/2023,22/23,"2,842,871",143527,Consumption,No,
Male Condoms,01/07/2023,23/24,"2,836,230",143527,Consumption,No,
Male Condoms,01/08/2023,23/24,"2,841,063",143527,Consumption,No,
Male Condoms,01/09/2023,23/24,"3,045,910",143527,Consumption,No,
Male Condoms,01/10/2023,23/24,"3,663,415",143527,Consumption,No,
Male Condoms,01/11/2023,23/24,"2,976,722",143527,Consumption,No,
Male Condoms,01/12/2023,23/24,"3,112,028",143527,Consumption,No,
Female Condoms,01/01/2023,22/23,"10,982",25821,Service  Excel,No,
Female Condoms,01/02/2023,22/23,"16,020",25821,Service  Excel,No,
Female Condoms,01/03/2023,22/23,"44,428",25821,Service  Excel,No,
Female Condoms,01/04/2023,22/23,"48,499",25821,Service  Excel,No,
Female Condoms,01/05/2023,22/23,"47,650",25821,Service  Excel,No,
Female Condoms,01/06/2023,22/23,"34,460",25821,Service  Excel,No,
Female Condoms,01/07/2023,23/24,"31,605",25821,Service  Excel,No,
Female Condoms,01/08/2023,23/24,"31,418",25821,Service  Excel,No,
Female Condoms,01/09/2023,23/24,"27,501",25821,Service  Excel,No,
Female Condoms,01/10/2023,23/24,"20,329",25821,Service  Excel,No,
Female Condoms,01/11/2023,23/24,"90,469",25821,Service  Excel,No,
Female Condoms,01/12/2023,23/24,"65,297",25821,Service  Excel,No,
Female Condoms,01/01/2023,22/23,"10,982",1343,Demographic,No,
Female Condoms,01/02/2023,22/23,"16,020",1343,Demographic,No,
Female Condoms,01/03/2023,22/23,"44,428",1343,Demographic,No,
Female Condoms,01/04/2023,22/23,"48,499",1343,Demographic,No,
Female Condoms,01/05/2023,22/23,"47,650",1343,Demographic,No,
Female Condoms,01/06/2023,22/23,"34,460",1343,Demographic,No,
Female Condoms,01/07/2023,23/24,"31,605",1343,Demographic,No,
Female Condoms,01/08/2023,23/24,"31,418",1343,Demographic,No,
Female Condoms,01/09/2023,23/24,"27,501",1343,Demographic,No,
Female Condoms,01/10/2023,23/24,"20,329",1343,Demographic,No,
Female Condoms,01/11/2023,23/24,"90,469",1343,Demographic,No,
Female Condoms,01/12/2023,23/24,"65,297",1343,Demographic,No,
EC Pills,01/01/2023,22/23,"6,337",352,Service  Excel,No,
EC Pills,01/02/2023,22/23,"8,332",352,Service  Excel,No,
EC Pills,01/03/2023,22/23,"7,402",352,Service  Excel,No,
EC Pills,01/04/2023,22/23,"6,082",352,Service  Excel,No,
EC Pills,01/05/2023,22/23,"4,455",352,Service  Excel,No,
EC Pills,01/06/2023,22/23,"4,551",352,Service  Excel,No,
EC Pills,01/07/2023,23/24,"6,531",352,Service  Excel,No,
EC Pills,01/08/2023,23/24,"5,315",352,Service  Excel,No,
EC Pills,01/09/2023,23/24,"5,300",352,Service  Excel,No,
EC Pills,01/10/2023,23/24,"5,526",352,Service  Excel,No,
EC Pills,01/11/2023,23/24,"5,378",352,Service  Excel,No,
EC Pills,01/12/2023,23/24,"5,821",352,Service  Excel,No,
EC Pills,01/01/2023,22/23,"6,337",285,Consumption,No,
EC Pills,01/02/2023,22/23,"8,332",285,Consumption,No,
EC Pills,01/03/2023,22/23,"7,402",285,Consumption,No,
EC Pills,01/04/2023,22/23,"6,082",285,Consumption,No,
EC Pills,01/05/2023,22/23,"4,455",285,Consumption,No,
EC Pills,01/06/2023,22/23,"4,551",285,Consumption,No,
EC Pills,01/07/2023,23/24,"6,531",285,Consumption,No,
EC Pills,01/08/2023,23/24,"5,315",285,Consumption,No,
EC Pills,01/09/2023,23/24,"5,300",285,Consumption,No,
EC Pills,01/10/2023,23/24,"5,526",285,Consumption,No,
EC Pills,01/11/2023,23/24,"5,378",285,Consumption,No,
EC Pills,01/12/2023,23/24,"5,821",285,Consumption,No,
POPs,01/01/2023,22/23,"34,390",3215,Service  Excel,No,
POPs,01/02/2023,22/23,"31,777",3215,Service  Excel,No,
POPs,01/03/2023,22/23,"33,944",3215,Service  Excel,No,
POPs,01/04/2023,22/23,"85,691",3215,Service  Excel,No,
POPs,01/05/2023,22/23,"32,006",3215,Service  Excel,No,
POPs,01/06/2023,22/23,"33,593",3215,Service  Excel,No,
POPs,01/07/2023,23/24,"38,358",3215,Service  Excel,No,
POPs,01/08/2023,23/24,"34,444",3215,Service  Excel,No,
POPs,01/09/2023,23/24,"58,079",3215,Service  Excel,No,
POPs,01/10/2023,23/24,"33,313",3215,Service  Excel,No,
POPs,01/11/2023,23/24,"33,021",3215,Service  Excel,No,
POPs,01/12/2023,23/24,"28,857",3215,Service  Excel,No,
POPs,01/01/2023,22/23,"34,390",9494,Demographic,No,
POPs,01/02/2023,22/23,"31,777",9494,Demographic,No,
POPs,01/03/2023,22/23,"33,944",9494,Demographic,No,
POPs,01/04/2023,22/23,"85,691",9494,Demographic,No,
POPs,01/05/2023,22/23,"32,006",9494,Demographic,No,
POPs,01/06/2023,22/23,"33,593",9494,Demographic,No,
POPs,01/07/2023,23/24,"38,358",9494,Demographic,No,
POPs,01/08/2023,23/24,"34,444",9494,Demographic,No,
POPs,01/09/2023,23/24,"58,079",9494,Demographic,No,
POPs,01/10/2023,23/24,"33,313",9494,Demographic,No,
POPs,01/11/2023,23/24,"33,021",9494,Demographic,No,
POPs,01/12/2023,23/24,"28,857",9494,Demographic,No,
DMPA-IM,01/01/2023,22/23,"225,423","18,098",Service  Excel,No,
DMPA-IM,01/02/2023,22/23,"223,075","18,098",Service  Excel,No,
DMPA-IM,01/03/2023,22/23,"245,874","18,098",Service  Excel,No,
DMPA-IM,01/04/2023,22/23,"195,703","18,098",Service  Excel,No,
DMPA-IM,01/05/2023,22/23,"221,177","18,098",Service  Excel,No,
DMPA-IM,01/06/2023,22/23,"204,177","18,098",Service  Excel,No,
DMPA-IM,01/07/2023,23/24,"195,891","18,098",Service  Excel,No,
DMPA-IM,01/08/2023,23/24,"208,750","18,098",Service  Excel,No,
DMPA-IM,01/09/2023,23/24,"206,618","18,098",Service  Excel,No,
DMPA-IM,01/10/2023,23/24,"192,611","18,098",Service  Excel,No,
DMPA-IM,01/11/2023,23/24,"200,081","18,098",Service  Excel,No,
DMPA-IM,01/12/2023,23/24,"202,906",18098,Service  Excel,No,
DMPA-IM,01/01/2023,22/23,"225,423","17,336",Consumption,No,
DMPA-IM,01/02/2023,22/23,"223,075","17,336",Consumption,No,
DMPA-IM,01/03/2023,22/23,"245,874","17,336",Consumption,No,
DMPA-IM,01/04/2023,22/23,"195,703","17,336",Consumption,No,
DMPA-IM,01/05/2023,22/23,"221,177","17,336",Consumption,No,
DMPA-IM,01/06/2023,22/23,"204,177","17,336",Consumption,No,
DMPA-IM,01/07/2023,23/24,"195,891","17,336",Consumption,No,
DMPA-IM,01/08/2023,23/24,"208,750","17,336",Consumption,No,
DMPA-IM,01/09/2023,23/24,"206,618","17,336",Consumption,No,
DMPA-IM,01/10/2023,23/24,"192,611","17,336",Consumption,No,
DMPA-IM,01/11/2023,23/24,"200,081","17,336",Consumption,No,
DMPA-IM,01/12/2023,23/24,"202,906",17336,Consumption,No,
DMPA-SC,01/01/2023,22/23,"2,483",358,Service  Excel,No,
DMPA-SC,01/02/2023,22/23,"1,840",358,Service  Excel,No,
DMPA-SC,01/03/2023,22/23,"2,759",358,Service  Excel,No,
DMPA-SC,01/04/2023,22/23,"3,625",358,Service  Excel,No,
DMPA-SC,01/05/2023,22/23,"8,214",358,Service  Excel,No,
DMPA-SC,01/06/2023,22/23,"15,175",358,Service  Excel,No,
DMPA-SC,01/07/2023,23/24,"18,663",358,Service  Excel,No,
DMPA-SC,01/08/2023,23/24,"24,493",358,Service  Excel,No,
DMPA-SC,01/09/2023,23/24,"29,549",358,Service  Excel,No,
DMPA-SC,01/10/2023,23/24,"33,595",358,Service  Excel,No,
DMPA-SC,01/11/2023,23/24,"36,336",358,Service  Excel,No,
DMPA-SC,01/12/2023,23/24,"37,892",358,Service  Excel,No,
DMPA-SC,01/01/2023,22/23,"2,483",178,Demographic,No,
DMPA-SC,01/02/2023,22/23,"1,840",178,Demographic,No,
DMPA-SC,01/03/2023,22/23,"2,759",178,Demographic,No,
DMPA-SC,01/04/2023,22/23,"3,625",178,Demographic,No,
DMPA-SC,01/05/2023,22/23,"8,214",178,Demographic,No,
DMPA-SC,01/06/2023,22/23,"15,175",178,Demographic,No,
DMPA-SC,01/07/2023,23/24,"18,663",178,Demographic,No,
DMPA-SC,01/08/2023,23/24,"24,493",178,Demographic,No,
DMPA-SC,01/09/2023,23/24,"29,549",178,Demographic,No,
DMPA-SC,01/10/2023,23/24,"33,595",178,Demographic,No,
DMPA-SC,01/11/2023,23/24,"36,336",178,Demographic,No,
DMPA-SC,01/12/2023,23/24,"37,892",178,Demographic,No,
Non-Hormonal IUCD,01/01/2023,22/23,"9,478",1571,Demographic,No,
Non-Hormonal IUCD,01/02/2023,22/23,"9,222",1571,Demographic,No,
Non-Hormonal IUCD,01/03/2023,22/23,"8,049",1571,Demographic,No,
Non-Hormonal IUCD,01/04/2023,22/23,"5,865",1571,Demographic,No,
Non-Hormonal IUCD,01/05/2023,22/23,"6,717",1571,Demographic,No,
Non-Hormonal IUCD,01/06/2023,22/23,"9,077",1571,Demographic,No,
Non-Hormonal IUCD,01/07/2023,23/24,"6,544",1571,Demographic,No,
Non-Hormonal IUCD,01/08/2023,23/24,"7,209",1571,Demographic,No,
Non-Hormonal IUCD,01/09/2023,23/24,"6,997",1571,Demographic,No,
Non-Hormonal IUCD,01/10/2023,23/24,"6,987",1571,Demographic,No,
Non-Hormonal IUCD,01/11/2023,23/24,"6,516",1571,Demographic,No,
Non-Hormonal IUCD,01/12/2023,23/24,"5,348",1571,Demographic,No,
Non-Hormonal IUCD,01/01/2023,22/23,"9,478",587,Consumption,No,
Non-Hormonal IUCD,01/02/2023,22/23,"9,222",587,Consumption,No,
Non-Hormonal IUCD,01/03/2023,22/23,"8,049",587,Consumption,No,
Non-Hormonal IUCD,01/04/2023,22/23,"5,865",587,Consumption,No,
Non-Hormonal IUCD,01/05/2023,22/23,"6,717",587,Consumption,No,
Non-Hormonal IUCD,01/06/2023,22/23,"9,077",587,Consumption,No,
Non-Hormonal IUCD,01/07/2023,23/24,"6,544",587,Consumption,No,
Non-Hormonal IUCD,01/08/2023,23/24,"7,209",587,Consumption,No,
Non-Hormonal IUCD,01/09/2023,23/24,"6,997",587,Consumption,No,
Non-Hormonal IUCD,01/10/2023,23/24,"6,987",587,Consumption,No,
Non-Hormonal IUCD,01/11/2023,23/24,"6,516",587,Consumption,No,
Non-Hormonal IUCD,01/12/2023,23/24,"5,348",587,Consumption,No,
Implanon,01/01/2023,22/23,"35,629",1965,Demographic,No,
Implanon,01/02/2023,22/23,"27,258",1965,Demographic,No,
Implanon,01/03/2023,22/23,"31,563",1965,Demographic,No,
Implanon,01/04/2023,22/23,"27,683",1965,Demographic,No,
Implanon,01/05/2023,22/23,"36,672",1965,Demographic,No,
Implanon,01/06/2023,22/23,"36,353",1965,Demographic,No,
Implanon,01/07/2023,23/24,"34,617",1965,Demographic,No,
Implanon,01/08/2023,23/24,"34,754",1965,Demographic,No,
Implanon,01/09/2023,23/24,"28,470",1965,Demographic,No,
Implanon,01/10/2023,23/24,"25,853",1965,Demographic,No,
Implanon,01/11/2023,23/24,"24,382",1965,Demographic,No,
Implanon,01/12/2023,23/24,"19,385",1965,Demographic,No,
Implanon,01/01/2023,22/23,"35,629",2735,Consumption,No,
Implanon,01/02/2023,22/23,"27,258",2735,Consumption,No,
Implanon,01/03/2023,22/23,"31,563",2735,Consumption,No,
Implanon,01/04/2023,22/23,"27,683",2735,Consumption,No,
Implanon,01/05/2023,22/23,"36,672",2735,Consumption,No,
Implanon,01/06/2023,22/23,"36,353",2735,Consumption,No,
Implanon,01/07/2023,23/24,"34,617",2735,Consumption,No,
Implanon,01/08/2023,23/24,"34,754",2735,Consumption,No,
Implanon,01/09/2023,23/24,"28,470",2735,Consumption,No,
Implanon,01/10/2023,23/24,"25,853",2735,Consumption,No,
Implanon,01/11/2023,23/24,"24,382",2735,Consumption,No,
Implanon,01/12/2023,23/24,"19,385",2735,Consumption,No,
Jadelle,01/01/2023,22/23,"22,370",2192,Service  Excel,No,
Jadelle,01/02/2023,22/23,"28,736",2192,Service  Excel,No,
Jadelle,01/03/2023,22/23,"36,507",2192,Service  Excel,No,
Jadelle,01/04/2023,22/23,"29,167",2192,Service  Excel,No,
Jadelle,01/05/2023,22/23,"37,203",2192,Service  Excel,No,
Jadelle,01/06/2023,22/23,"39,392",2192,Service  Excel,No,
Jadelle,01/07/2023,23/24,"39,305",2192,Service  Excel,No,
Jadelle,01/08/2023,23/24,"45,952",2192,Service  Excel,No,
Jadelle,01/09/2023,23/24,"43,131",2192,Service  Excel,No,
Jadelle,01/10/2023,23/24,"42,827",2192,Service  Excel,No,
Jadelle,01/11/2023,23/24,"40,368",2192,Service  Excel,No,
Jadelle,01/12/2023,23/24,"36,195",2192,Service  Excel,No,
Jadelle,01/01/2023,22/23,"22,370",3276,Demographic,No,
Jadelle,01/02/2023,22/23,"28,736",3276,Demographic,No,
Jadelle,01/03/2023,22/23,"36,507",3276,Demographic,No,
Jadelle,01/04/2023,22/23,"29,167",3276,Demographic,No,
Jadelle,01/05/2023,22/23,"37,203",3276,Demographic,No,
Jadelle,01/06/2023,22/23,"39,392",3276,Demographic,No,
Jadelle,01/07/2023,23/24,"39,305",3276,Demographic,No,
Jadelle,01/08/2023,23/24,"45,952",3276,Demographic,No,
Jadelle,01/09/2023,23/24,"43,131",3276,Demographic,No,
Jadelle,01/10/2023,23/24,"42,827",3276,Demographic,No,
Jadelle,01/11/2023,23/24,"40,368",3276,Demographic,No,
Jadelle,01/12/2023,23/24,"36,195",3276,Demographic,No,
Cycle Beads,01/01/2023,22/23,119,,,No,
Cycle Beads,01/02/2023,22/23,827,,,No,
Cycle Beads,01/03/2023,22/23,"2,319",,,No,
Cycle Beads,01/04/2023,22/23,130,,,No,
Cycle Beads,01/05/2023,22/23,133,,,No,
Cycle Beads,01/06/2023,22/23,"1,959",,,No,
Cycle Beads,01/07/2023,23/24,"1,280",,,No,
Cycle Beads,01/08/2023,23/24,128,,,No,
Cycle Beads,01/09/2023,23/24,118,,,No,
Cycle Beads,01/10/2023,23/24,"1,573",,,No,
Cycle Beads,01/11/2023,23/24,134,,,No,
Cycle Beads,01/12/2023,23/24,"1,001",,,No,
COCs,01/01/2024,23/24,"130,285",11534,Consumption Excel,No,
COCs,01/02/2024,23/24,"122,131",11534,Consumption Excel,No,
COCs,01/03/2024,23/24,"115,311",11534,Consumption Excel,No,
COCs,01/04/2024,23/24,"111,040",11534,Consumption Excel,No,
COCs,01/05/2024,23/24,"130,424",11534,Consumption Excel,No,
COCs,01/06/2024,23/24,"120,322",11534,Consumption Excel,No,
COCs,01/07/2024,24/25,"117,582",9544,Consumption Excel,No,
COCs,01/08/2024,24/25,"114,987",9544,Consumption Excel,No,
COCs,01/09/2024,24/25,"107,554",9544,Consumption Excel,No,
COCs,01/10/2024,24/25,"100,764",9544,Consumption Excel,No,
COCs,01/11/2024,24/25,"92,449",9544,Consumption Excel,No,
COCs,01/12/2024,24/25,"83,034",9544,Consumption Excel,No,
